REMARK SeriesTab Input: test.tab Output: parkin_mq.tab
REMARK Mode: Maximum Dimensions: 2
REMARK Input Region:    X +/- 2 X-ZF: 5
REMARK Analysis Region: X +/- 2
REMARK Input Region:    Y +/- 2 Y-ZF: 5
REMARK Analysis Region: Y +/- 2

VARS   INDEX X_AXIS Y_AXIS DX DY X_PPM Y_PPM X_HZ Y_HZ XW YW XW_HZ YW_HZ X1 X3 Y1 Y3 HEIGHT DHEIGHT VOL PCHI2 TYPE ASS CLUSTID MEMCNT Z_A0 Z_A1 Z_A2 Z_A3 Z_A4 Z_A5 Z_A6 Z_A7 Z_A8 Z_A9
FORMAT %5d %9.3f %9.3f %6.3f %6.3f %8.3f %8.3f %9.3f %9.3f %7.3f %7.3f %8.3f %8.3f %4d %4d %4d %4d %+e %+e %+e %.5f %d %s %4d %4d %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

NULLVALUE -666
NULLSTRING *

   78   209.103   213.658  0.367  0.494    1.006   25.292   804.818  5089.037   6.072   6.547   23.161   51.477  205  213  210  219 +5.423141e+10 +1.368455e+09 +5.390507e+10 0.00000 1 s35   38   27  1.0000  0.9588  1.0176  0.8056  0.5546  0.3874  0.2676  0.2181  0.2769  0.8710
   79   256.170   214.555  0.380  0.473    0.781   25.257   625.274  5081.983   6.888   6.964   26.274   54.756  251  261  210  220 +6.991004e+10 +1.382239e+09 +6.925792e+10 0.00000 1 s52   38   27  1.0000  0.9808  0.9662  1.0552  0.8889  0.5851  0.4901  0.3604  0.5107  1.0643
   80   315.933   214.811  0.472  0.362    0.496   25.247   397.296  5079.971   6.190   5.245   23.611   41.238  312  320  212  217 +4.308333e+10 +1.361215e+09 +4.296174e+10 0.00000 1 s44   50    1  1.0000  1.0820  1.1049  1.1758  1.1278  0.9681  0.7789  0.6220  0.8310  1.3716
   81   335.230   215.112  0.487  0.480    0.405   25.235   323.684  5077.609   5.169   5.184   19.718   40.762  333  337  213  217 +3.152610e+10 +1.389275e+09 +3.137276e+10 0.00000 1 s49   51    1  1.0000  1.2631  1.2407  1.1996  0.8624  0.6742  0.6223  0.4701  0.5753  1.1208
   82   295.091   217.592  0.270  0.335    0.596   25.138   476.801  5058.110   5.399   5.474   20.594   43.038  292  298  215  221 +5.906210e+10 +1.383544e+09 +5.837231e+10 0.00000 1 s46   52    1  1.0000  1.0570  1.2049  1.2191  1.1048  0.8538  0.6834  0.4406  0.6106  1.0800
   83   471.566   218.721  0.297  0.242   -0.245   25.094  -196.399  5049.227   5.576   5.223   21.272   41.067  468  475  216  222 +6.954651e+10 +1.395165e+09 +6.832836e+10 0.00000 1 s21   53    1  1.0000  1.1703  1.1970  1.1348  1.2070  0.8428  0.6794  0.4423  0.7436  1.1669
   84   201.763   222.158  0.124  0.101    1.041   24.960   832.819  5022.205   6.209   5.637   23.686   44.322  198  206  218  226 +1.755311e+11 +1.360895e+09 +1.747477e+11 0.00000 1 s31   38   27  1.0000  0.9088  0.8342  0.7348  0.5855  0.3327  0.2335  0.1912  0.2560  0.8438
   85   251.105   222.194  0.212  0.165    0.806   24.958   644.593  5021.918   5.905   5.062   22.525   39.804  247  255  218  226 +8.967107e+10 +1.383397e+09 +8.935001e+10 0.00000 1 s38   38   27  1.0000  0.9857  0.8975  0.8622  0.6931  0.4884  0.3497  0.2689  0.3683  0.8668
   86   237.172   223.447  0.477  0.259    0.872   24.909   697.746  5012.067   8.604   5.757   32.821   45.269  231  243  219  227 +8.559599e+10 +1.355618e+09 +8.449746e+10 0.00000 1 s36   38   27  1.0000  0.9921  0.9087  0.7320  0.5615  0.3216  0.3567  0.3004  0.3239  0.8819
   88   242.195   223.633  0.346  0.166    0.848   24.902   678.582  5010.608   7.977   5.207   30.430   40.943  236  248  220  228 +1.027226e+11 +1.360401e+09 +1.015833e+11 0.00000 1 s37   38   27  1.0000  0.9390  0.8672  0.7456  0.7152  0.4766  0.4286  0.3411  0.3865  0.8150
   90   319.164   226.026  0.280  0.243    0.481   24.808   384.969  4991.789   6.003   5.609   22.900   44.101  315  323  223  230 +7.013726e+10 +1.362681e+09 +7.002910e+10 0.00000 1 s45   54    2  1.0000  1.0590  1.0255  0.9760  1.0180  0.5628  0.6719  0.3650  0.5857  1.0795
   91   264.180   228.405  0.241  0.321    0.743   24.715   594.718  4973.086   5.335   5.685   20.353   44.697  260  267  225  232 +6.650092e+10 +1.383634e+09 +6.568063e+10 0.00000 1 s39   55    1  1.0000  1.0310  0.8876  0.8387  0.7560  0.5210  0.3113  0.2583  0.3324  0.8890
   92   274.189   230.378  2.040  0.553    0.695   24.638   556.536  4957.569  11.617   5.657   44.317   44.479  270  278  227  233 +3.610146e+10 +1.333773e+09 +3.576002e+10 0.00000 1 s40   56    1  1.0000  1.1697  1.2518  0.9866  0.7005  0.6852  0.3558  0.3295  0.5736  0.9292
   93   283.571   233.824  1.064  1.102    0.651   24.504   520.745  4930.475   5.867   6.347   22.381   49.902  282  285  232  235 +2.095897e+10 +1.370455e+09 +2.070453e+10 0.00001 1 s41   57    1  1.0000  1.2796  1.3219  1.1384  0.8685  0.4826  0.3335  0.3818  0.5593  1.1963
   94   204.533   236.017  0.498  0.298    1.028   24.418   822.253  4913.237   6.337   5.399   24.173   42.451  201  209  233  239 +5.384350e+10 +1.369702e+09 +5.325725e+10 0.00000 1 s32   38   27  1.0000  1.1553  1.0854  1.1226  1.0552  0.7800  0.6803  0.4864  0.5649  1.0695
   97   284.267   241.611  0.779  0.709    0.647   24.199   518.092  4869.252   6.944   5.818   26.489   45.749  281  289  239  244 +3.733014e+10 +1.395470e+09 +3.640714e+10 0.00000 1 s42   58    2  1.0000  1.1015  0.8771  0.9351  0.9059  0.6826  0.3777  0.4263  0.3870  0.9955
  100   220.231   243.626  0.515  0.492    0.953   24.121   762.368  4853.406   6.763   6.240   25.798   49.061  215  224  240  248 +5.051780e+10 +1.365108e+09 +5.003964e+10 0.00000 1 s33   38   27  1.0000  0.8833  0.9044  0.7297  0.4883  0.3402  0.3005  0.3914  0.3443  0.7755
  101   418.387   246.061  0.877  0.474    0.008   24.025     6.463  4834.261   6.520   5.120   24.873   40.257  416  421  244  248 +3.018032e+10 +1.356660e+09 +2.995886e+10 0.00000 1 s20   59    1  1.0000  1.1882  1.3593  1.3022  1.2204  1.0469  0.9152  0.5794  0.8663  1.1448
  102   230.610   248.391  1.615  1.030    0.903   23.934   722.779  4815.940   7.699   6.083   29.370   47.833  226  233  247  251 +2.297325e+10 +1.347463e+09 +2.266925e+10 0.00000 1 s34   38   27  1.0000  1.1311  0.7375  0.7575  0.3459  0.5103  0.6103  0.5851  0.2114  0.9676
  105   169.694   260.724  0.353  0.290    1.194   23.452   955.151  4718.965   5.787   5.229   22.077   41.113  166  173  258  264 +5.703025e+10 +1.381677e+09 +5.640219e+10 0.00000 1 s17   62    1  1.0000  1.0074  1.0003  1.0000  0.7283  0.5498  0.4590  0.3657  0.4429  1.1250
